DateTime,IUCR,Arrest,Domestic,Beat,District,Ward,Community,Year
07/03/2002 12:29:07 AM,0460,false,true,1331,012,2,27,2002
07/03/2002 12:30:00 AM,0261,false,false,0324,003,5,43,2002
07/03/2002 12:30:00 AM,1310,false,true,1113,011,28,26,2002
07/03/2002 12:30:00 AM,1320,false,false,0734,007,17,67,2002
07/03/2002 12:30:00 AM,0810,false,false,2122,002,4,35,2002
07/03/2002 12:30:00 AM,0420,false,false,1021,010,24,29,2002
07/03/2002 12:30:00 AM,0810,false,false,0323,003,6,69,2002
07/03/2002 12:30:00 AM,0810,false,false,1434,014,32,22,2002
07/03/2002 12:30:00 AM,1310,false,false,2525,025,30,20,2002
07/03/2002 12:32:01 AM,0486,false,false,0324,003,5,69,2002
07/03/2002 12:35:00 AM,2027,true,false,1112,011,27,23,2002
07/03/2002 12:35:00 AM,0460,false,false,0832,008,17,66,2002
07/03/2002 12:40:00 AM,2014,true,false,1121,011,27,23,2002
07/03/2002 12:40:00 AM,0110,false,false,0321,003,5,42,2002
07/03/2002 12:42:44 AM,1320,false,false,0632,006,6,44,2002
07/03/2002 12:44:00 AM,0265,false,false,0722,007,20,68,2002
07/03/2002 12:45:00 AM,4387,false,true,1111,011,28,25,2002
07/03/2002 12:45:00 AM,0454,true,false,0832,008,17,66,2002
07/03/2002 12:51:11 AM,0520,false,false,0624,006,6,69,2002
07/03/2002 12:52:15 AM,1320,false,false,0314,003,20,42,2002
07/03/2002 12:55:00 AM,0460,false,false,0935,009,3,37,2002
07/03/2002 01:00:00 AM,0820,false,false,0432,004,10,52,2002
07/03/2002 01:00:00 AM,1310,false,false,1614,016,41,76,2002
07/03/2002 01:00:00 AM,0820,false,true,0321,003,20,42,2002
07/03/2002 01:00:00 AM,0530,false,true,1431,014,1,22,2002
07/03/2002 01:00:00 AM,0560,false,false,2122,002,4,36,2002
07/03/2002 01:00:00 AM,0610,false,false,2531,025,29,25,2002
07/03/2002 01:00:00 AM,0810,false,false,1923,019,47,6,2002
07/03/2002 01:00:00 AM,0610,false,false,1211,012,2,28,2002
07/03/2002 01:00:00 AM,0326,false,false,0221,002,3,38,2002
07/03/2002 01:00:59 AM,0560,true,true,1032,010,22,30,2002
07/03/2002 01:06:24 AM,1310,true,false,0414,004,8,43,2002
07/03/2002 01:11:37 AM,0560,false,false,1031,010,22,30,2002
07/03/2002 01:14:00 AM,0460,true,false,2122,002,4,36,2002
07/03/2002 01:15:00 AM,051A,false,false,0723,007,17,68,2002
07/03/2002 01:15:00 AM,0820,false,true,2123,002,4,36,2002
07/03/2002 01:17:00 AM,1320,true,false,1832,018,42,8,2002
07/03/2002 01:18:00 AM,1570,true,false,1421,014,1,24,2002
07/03/2002 01:19:00 AM,1310,false,false,0814,008,23,56,2002
07/03/2002 01:20:00 AM,2023,true,false,0233,002,20,40,2002
07/03/2002 01:20:00 AM,0460,false,true,0433,004,10,55,2002
07/03/2002 01:20:36 AM,1320,false,false,0823,008,13,65,2002
07/03/2002 01:25:00 AM,0560,false,true,0932,009,16,61,2002
07/03/2002 01:26:26 AM,0484,false,false,0313,003,20,42,2002
07/03/2002 01:26:28 AM,1310,false,false,1633,016,38,17,2002
07/03/2002 01:27:00 AM,1310,true,false,1724,017,33,16,2002
